Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
2416,251.747929,-1.907734,251.747937,-1.907651,1230,841,1229.851,842.503,1,+112.883,1.0000,+16.7735,D.N.,-5.1316,+0.1613,0,B,5.024717,4.172407,5.011133,4.882359,5.189082,0.000000,1.348587,1.309247,5,5,5,0,8,15,79.04,0,510,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2417,251.711718,-1.907678,251.711678,-1.907716,1883,842,1883.726,841.307,1,+133.156,1.0000,+18.3152,D.N.,-5.3109,+0.1493,0,B,4.891966,4.456094,4.912625,4.726672,5.124488,0.000000,1.459680,1.434936,5,5,5,0,8,15,79.04,0,511,0.26,C:\Users\lrf44\Desktop\M12_B.fits
2418,251.794676,-1.907678,251.794648,-1.907625,387,842,387.505,842.951,1,+230.022,1.0000,+21.0686,D.N.,-5.9044,+0.0994,0,B,5.761668,5.363091,5.855974,6.178561,6.051262,0.000000,1.526398,1.475706,5,5,5,0,8,15,79.04,0,512,3.97,C:\Users\lrf44\Desktop\M12_B.fits
2419,251.790849,-1.907512,251.790842,-1.907485,456,845,456.127,845.491,1,+1414.18,1.0000,+41.9061,D.N.,-7.8763,+0.0322,0,B,6.856037,6.662385,7.127393,6.162435,7.424500,0.000000,2.081364,1.862731,5,5,5,0,8,15,79.04,0,503,3.69,C:\Users\lrf44\Desktop\M12_B.fits
2420,251.786413,-1.907567,251.786383,-1.907528,536,844,536.537,844.712,1,+966.046,1.0000,+34.4276,D.N.,-7.4625,+0.0387,0,B,6.099695,6.082996,6.228736,5.710546,6.424326,0.000000,1.574695,1.493753,5,5,5,0,8,15,79.04,0,511,4.18,C:\Users\lrf44\Desktop\M12_B.fits
2421,251.775212,-1.907568,251.775196,-1.907522,738,844,738.276,844.819,1,+444.197,1.0000,+25.2197,D.N.,-6.6189,+0.0616,0,B,5.672184,5.672933,5.658283,5.387125,5.842340,0.000000,1.456346,1.396569,5,5,5,0,8,15,79.04,0,508,4.21,C:\Users\lrf44\Desktop\M12_B.fits
2422,251.805433,-1.907622,251.805419,-1.907586,193,843,193.266,843.661,1,+281.528,1.0000,+24.8160,D.N.,-6.1238,+0.0957,0,B,6.834241,6.450051,7.160170,6.516646,7.461000,0.000000,2.099341,1.842168,5,5,5,0,8,15,79.04,0,504,4.38,C:\Users\lrf44\Desktop\M12_B.fits
2423,251.802550,-1.907622,251.802498,-1.907587,245,843,245.935,843.641,1,+314.043,1.0000,+24.2934,D.N.,-6.2425,+0.0840,0,B,6.598249,6.429713,6.785271,6.467621,7.069201,0.000000,1.985321,1.674874,5,5,5,0,8,15,79.04,0,506,1.74,C:\Users\lrf44\Desktop\M12_B.fits
2424,251.791737,-1.907623,251.791695,-1.907620,440,843,440.750,843.042,1,+159.859,1.0000,+25.3430,D.N.,-5.5093,+0.1721,0,B,6.687017,6.471114,7.204888,6.216523,7.687235,0.000000,2.682805,2.212915,5,5,5,0,8,15,79.04,0,504,3.93,C:\Users\lrf44\Desktop\M12_B.fits
2425,251.773548,-1.907457,251.773520,-1.907373,768,846,768.497,847.505,1,+1712.32,1.0000,+43.8549,D.N.,-8.0840,+0.0278,0,B,6.028918,5.493570,5.940121,5.029599,6.115358,0.000000,1.454885,1.465808,5,5,5,0,8,15,79.04,0,513,4.89,C:\Users\lrf44\Desktop\M12_B.fits
2426,251.760406,-1.907568,251.760413,-1.907546,1005,844,1004.870,844.391,1,+241.858,1.0000,+21.4219,D.N.,-5.9589,+0.0962,0,B,5.640471,4.720563,5.698123,5.446758,5.915649,0.000000,1.591003,1.485181,5,5,5,0,8,15,79.04,0,507,3.07,C:\Users\lrf44\Desktop\M12_B.fits
2427,251.772716,-1.907457,251.772689,-1.907420,783,846,783.488,846.658,1,+53.5863,1.0000,+20.4893,D.N.,-4.3226,+0.4151,0,B,6.052795,5.650670,6.954149,5.074050,8.131811,0.000000,4.219181,1.928110,5,5,5,0,8,15,79.04,0,504,4.03,C:\Users\lrf44\Desktop\M12_B.fits
2428,251.743492,-1.907346,251.743454,-1.907318,1310,848,1310.685,848.500,1,+429.823,1.0000,+25.6769,D.N.,-6.5832,+0.0649,0,B,5.267455,5.707513,5.105850,5.083766,5.311818,0.000000,1.466241,1.529790,5,5,5,0,8,15,79.04,0,516,3.89,C:\Users\lrf44\Desktop\M12_B.fits
2429,251.815249,-1.907400,251.815223,-1.907399,16,847,16.461,847.030,1,+399.699,1.0000,+38.5290,D.N.,-6.5043,+0.1047,0,B,7.479838,5.813779,9.455645,6.381861,11.432302,0.000000,6.432019,3.316448,5,5,5,0,8,15,79.04,0,501,1.22,C:\Users\lrf44\Desktop\M12_B.fits
2430,251.772772,-1.907235,251.772687,-1.907420,782,850,783.518,846.665,1,+54.4253,1.0000,+19.1942,D.N.,-4.3395,+0.3829,0,B,6.043307,5.490191,6.509138,5.085752,7.160248,0.000000,2.986301,1.784978,5,5,5,0,8,15,79.04,0,503,19.28,C:\Users\lrf44\Desktop\M12_B.fits
2431,251.811090,-1.907345,251.811085,-1.907301,91,848,91.077,848.797,1,+263.439,1.0000,+23.6655,D.N.,-6.0517,+0.0975,0,B,6.609497,6.625556,6.806151,6.139558,7.130667,0.000000,2.128795,1.734198,5,5,5,0,8,15,79.04,0,501,1.25,C:\Users\lrf44\Desktop\M12_B.fits
2432,251.782531,-1.907235,251.782492,-1.907215,606,850,606.701,850.355,1,+123.537,1.0000,+17.6204,D.N.,-5.2295,+0.1549,0,B,5.535049,5.168962,5.590716,5.872476,5.752826,0.000000,1.357379,1.380739,5,5,5,0,8,15,79.04,0,516,3.56,C:\Users\lrf44\Desktop\M12_B.fits
2433,251.771829,-1.907235,251.771832,-1.907226,799,850,798.941,850.157,1,+146.393,1.0000,+18.7463,D.N.,-5.4138,+0.1390,0,B,5.502676,5.511826,5.546504,5.145386,5.724337,0.000000,1.417130,1.444899,5,5,5,0,8,15,79.04,0,512,3.72,C:\Users\lrf44\Desktop\M12_B.fits
2434,251.709167,-1.907234,251.709126,-1.907262,1929,850,1929.740,849.493,1,+47.6715,1.0000,+15.8800,D.N.,-4.1956,+0.3617,0,B,5.134490,4.216898,5.183306,4.579279,5.385270,0.000000,1.462410,1.443321,5,5,5,0,8,15,79.04,0,513,3.77,C:\Users\lrf44\Desktop\M12_B.fits
2435,251.786968,-1.907179,251.786907,-1.907155,526,851,527.086,851.437,1,+140.675,1.0000,+21.0526,D.N.,-5.3705,+0.1625,0,B,6.098626,4.838223,6.777773,5.740452,7.547334,0.000000,3.323565,1.751421,5,5,5,0,8,15,79.04,0,501,4.40,C:\Users\lrf44\Desktop\M12_B.fits
2436,251.769611,-1.907180,251.769552,-1.907149,839,851,840.055,851.552,1,+233.874,1.0000,+19.9390,D.N.,-5.9225,+0.0926,0,B,5.495091,4.930310,5.485237,5.259035,5.652843,0.000000,1.367646,1.291045,5,5,5,0,8,15,79.04,0,512,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2437,251.766783,-1.906902,251.766744,-1.906880,890,856,890.705,856.397,1,+1384.99,1.0000,+39.9067,D.N.,-7.8536,+0.0313,0,B,5.644275,6.042734,5.651928,5.221981,5.813182,0.000000,1.361030,1.454296,5,5,5,0,8,15,79.04,0,514,4.25,C:\Users\lrf44\Desktop\M12_B.fits
2438,251.765008,-1.907124,251.764993,-1.907070,922,852,922.280,852.974,1,+139.029,1.0000,+18.5888,D.N.,-5.3578,+0.1452,0,B,5.631140,4.914175,5.570062,5.602260,5.748331,0.000000,1.421861,1.449285,5,5,5,0,8,15,79.04,0,509,2.33,C:\Users\lrf44\Desktop\M12_B.fits
2439,251.805378,-1.907013,251.805361,-1.906997,194,854,194.307,854.279,1,+132.640,1.0000,+21.0160,D.N.,-5.3067,+0.1720,0,B,6.793300,6.616925,7.066108,6.426124,7.387138,0.000000,2.156211,1.769424,5,5,5,0,8,15,79.04,0,499,2.40,C:\Users\lrf44\Desktop\M12_B.fits
2440,251.804213,-1.907068,251.803999,-1.907443,215,853,218.859,846.241,1,+1261.72,1.0000,+39.1366,D.N.,-7.7524,+0.0337,0,B,6.421510,5.712793,6.345235,6.456298,6.538875,0.000000,1.581065,1.657977,5,5,5,0,8,15,79.04,0,512,4.13,C:\Users\lrf44\Desktop\M12_B.fits
2441,251.801773,-1.906902,251.801746,-1.906863,259,856,259.491,856.705,1,+743.104,1.0000,+31.3097,D.N.,-7.1776,+0.0457,0,B,6.409017,6.590873,6.341910,6.503927,6.547598,0.000000,1.629862,1.552914,5,5,5,0,8,15,79.04,0,508,1.41,C:\Users\lrf44\Desktop\M12_B.fits
2442,251.797282,-1.907013,251.797231,-1.907011,340,854,340.916,854.039,1,+237.580,1.0000,+20.6726,D.N.,-5.9395,+0.0945,0,B,5.901895,5.332338,5.898293,6.146108,6.080330,0.000000,1.478116,1.389846,5,5,5,0,8,15,79.04,0,511,4.31,C:\Users\lrf44\Desktop\M12_B.fits
2443,251.762291,-1.907013,251.762287,-1.906950,971,854,971.071,855.150,1,+333.381,1.0000,+23.8538,D.N.,-6.3074,+0.0777,0,B,5.790034,5.459529,5.856277,6.019646,6.163575,0.000000,1.923807,1.546257,5,5,5,0,8,15,79.04,0,503,3.93,C:\Users\lrf44\Desktop\M12_B.fits
2444,251.761126,-1.907013,251.761067,-1.906991,992,854,993.074,854.395,1,+117.735,1.0000,+18.0501,D.N.,-5.1773,+0.1665,0,B,5.645552,4.906526,5.725287,5.678871,5.932399,0.000000,1.555387,1.453901,5,5,5,0,8,15,79.04,0,506,4.26,C:\Users\lrf44\Desktop\M12_B.fits
2445,251.720701,-1.906902,251.720720,-1.906878,1721,856,1720.664,856.437,1,+134.255,1.0000,+18.4071,D.N.,-5.3198,+0.1489,0,B,5.075574,5.100194,4.947754,4.937057,5.159677,0.000000,1.464989,1.443272,5,5,5,0,8,15,79.04,0,512,4.77,C:\Users\lrf44\Desktop\M12_B.fits
2446,251.808816,-1.906957,251.808788,-1.906944,132,855,132.502,855.236,1,+175.330,1.0000,+26.4328,D.N.,-5.6096,+0.1637,0,B,6.825834,6.265805,7.563674,6.466362,8.259428,0.000000,3.321308,2.302659,5,5,5,0,8,15,79.04,0,499,3.55,C:\Users\lrf44\Desktop\M12_B.fits
2447,251.749703,-1.907013,251.749942,-1.906643,1198,854,1193.688,860.684,1,+568.465,1.0000,+27.6805,D.N.,-6.8868,+0.0529,0,B,5.234827,4.380490,5.209609,4.998506,5.393711,0.000000,1.398537,1.419544,5,5,5,0,8,15,79.04,0,514,11.17,C:\Users\lrf44\Desktop\M12_B.fits
2448,251.727300,-1.906791,251.727318,-1.906733,1602,858,1601.675,859.045,1,+721.964,1.0000,+30.8557,D.N.,-7.1463,+0.0464,0,B,5.080025,4.414822,5.080920,5.022652,5.283768,0.000000,1.451404,1.530719,5,5,5,0,8,15,79.04,0,512,4.91,C:\Users\lrf44\Desktop\M12_B.fits
2449,251.809703,-1.906736,251.809677,-1.906708,116,859,116.469,859.506,1,+2528.44,1.0000,+53.1538,D.N.,-8.5071,+0.0228,0,B,7.145058,6.823558,7.157787,6.393600,7.363319,0.000000,1.729283,1.738044,5,5,5,0,8,15,79.04,0,510,4.16,C:\Users\lrf44\Desktop\M12_B.fits
2450,251.796117,-1.906680,251.796058,-1.906686,361,860,362.061,859.899,1,+346.535,1.0000,+26.0554,D.N.,-6.3494,+0.0816,0,B,6.459048,6.100802,6.881533,6.064055,7.276821,0.000000,2.368065,1.837135,5,5,5,0,8,15,79.04,0,505,4.65,C:\Users\lrf44\Desktop\M12_B.fits
2451,251.777263,-1.906736,251.777227,-1.906690,701,859,701.659,859.838,1,+839.517,1.0000,+32.4316,D.N.,-7.3101,+0.0419,0,B,5.892455,5.860044,6.028927,5.883770,6.299132,0.000000,1.826934,1.468862,5,5,5,0,8,15,79.04,0,507,4.78,C:\Users\lrf44\Desktop\M12_B.fits
2452,251.778095,-1.906736,251.778054,-1.906676,686,859,686.735,860.083,1,+769.069,1.0000,+31.4060,D.N.,-7.2149,+0.0443,0,B,5.883804,5.873037,6.150074,5.937754,6.520894,0.000000,2.169786,1.485390,5,5,5,0,8,15,79.04,0,505,5.22,C:\Users\lrf44\Desktop\M12_B.fits
2453,251.780868,-1.906514,251.780810,-1.906492,636,863,637.043,863.403,1,+1211.68,1.0000,+38.1055,D.N.,-7.7085,+0.0341,0,B,5.923771,4.970240,6.003452,6.074216,6.202130,0.000000,1.558776,1.562585,5,5,5,0,8,15,79.04,0,506,4.62,C:\Users\lrf44\Desktop\M12_B.fits
2454,251.770997,-1.906736,251.771002,-1.906687,814,859,813.915,859.896,1,+117.847,1.0000,+17.3572,D.N.,-5.1783,+0.1599,0,B,5.491468,6.016720,5.460486,5.194261,5.621874,0.000000,1.338674,1.366922,5,5,5,0,8,15,79.04,0,513,4.03,C:\Users\lrf44\Desktop\M12_B.fits
2455,251.754417,-1.906736,251.754421,-1.906700,1113,859,1112.924,859.656,1,+99.0633,1.0000,+16.6687,D.N.,-4.9898,+0.1827,0,B,5.277283,4.407861,5.227856,5.064565,5.420301,0.000000,1.432895,1.349506,5,5,5,0,8,15,79.04,0,513,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2456,251.749980,-1.906625,251.749941,-1.906643,1193,861,1193.718,860.684,1,+569.337,1.0000,+27.6963,D.N.,-6.8884,+0.0528,0,B,5.234827,4.380490,5.209609,5.021581,5.393711,0.000000,1.398537,1.419544,5,5,5,0,8,15,79.04,0,514,4.37,C:\Users\lrf44\Desktop\M12_B.fits
2457,251.731237,-1.906736,251.731255,-1.906837,1531,859,1530.682,857.171,1,+86.9593,1.0000,+16.0657,D.N.,-4.8483,+0.2006,0,B,4.846404,4.858868,4.908105,4.784137,5.102724,0.000000,1.397172,1.320625,5,5,5,0,8,15,79.04,0,514,13.96,C:\Users\lrf44\Desktop\M12_B.fits
2458,251.785526,-1.906570,251.785473,-1.906533,552,862,552.952,862.668,1,+1273.06,1.0000,+38.5587,D.N.,-7.7621,+0.0329,0,B,5.933256,6.086600,5.910313,5.771316,6.088900,0.000000,1.465288,1.476294,5,5,5,0,8,15,79.04,0,516,4.53,C:\Users\lrf44\Desktop\M12_B.fits
2459,251.760960,-1.906625,251.760951,-1.906570,995,861,995.158,861.999,1,+78.0794,1.0000,+19.3024,D.N.,-4.7313,+0.2684,0,B,5.988985,4.923115,6.312204,5.641766,6.788672,0.000000,2.500911,1.729034,5,5,5,0,8,15,79.04,0,504,3.07,C:\Users\lrf44\Desktop\M12_B.fits
2460,251.738779,-1.906570,251.738772,-1.906527,1395,862,1395.117,862.767,1,+443.982,1.0000,+24.8166,D.N.,-6.6184,+0.0607,0,B,5.096344,4.816831,5.021769,4.893027,5.215317,0.000000,1.408992,1.322698,5,5,5,0,8,15,79.04,0,511,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2461,251.795396,-1.906680,251.795531,-1.906080,374,860,371.577,870.841,1,+565.361,1.0000,+29.0270,D.N.,-6.8808,+0.0557,0,B,6.497786,6.447786,6.794633,6.010437,7.053166,0.000000,1.894003,1.677155,5,5,5,0,8,15,79.04,0,503,2.54,C:\Users\lrf44\Desktop\M12_B.fits
2462,251.795341,-1.906459,251.795532,-1.906080,375,864,371.549,870.843,1,+565.261,1.0000,+29.0253,D.N.,-6.8806,+0.0557,0,B,6.497786,6.447786,6.794633,5.970382,7.053166,0.000000,1.894003,1.677155,5,5,5,0,8,15,79.04,0,503,13.26,C:\Users\lrf44\Desktop\M12_B.fits
2463,251.795563,-1.906126,251.795530,-1.906079,371,870,371.595,870.845,1,+565.261,1.0000,+29.0253,D.N.,-6.8806,+0.0557,0,B,6.497786,6.447786,6.794633,5.944118,7.053166,0.000000,1.894003,1.677155,5,5,5,0,8,15,79.04,0,503,4.70,C:\Users\lrf44\Desktop\M12_B.fits
2464,251.762513,-1.906404,251.762466,-1.906387,967,865,967.835,865.295,1,+364.768,1.0000,+23.4758,D.N.,-6.4050,+0.0699,0,B,5.644854,5.088553,5.825679,6.088521,6.093239,0.000000,1.787561,1.375098,5,5,5,0,8,15,79.04,0,503,3.98,C:\Users\lrf44\Desktop\M12_B.fits
2465,251.801441,-1.906459,251.801423,-1.906481,265,864,265.327,863.591,1,+240.354,1.0000,+21.4151,D.N.,-5.9521,+0.0967,0,B,6.247475,6.218526,6.565182,6.511869,6.937380,0.000000,2.244034,1.487579,5,5,5,0,8,15,79.04,0,501,4.06,C:\Users\lrf44\Desktop\M12_B.fits
2466,251.799223,-1.906403,251.799202,-1.906376,305,865,305.365,865.501,1,+522.309,1.0000,+27.8427,D.N.,-6.7948,+0.0579,0,B,6.245761,6.087902,6.230408,6.332764,6.409370,0.000000,1.505480,1.604450,5,5,5,0,8,15,79.04,0,511,4.34,C:\Users\lrf44\Desktop\M12_B.fits
2467,251.789186,-1.906459,251.789157,-1.906398,486,864,486.519,865.094,1,+570.602,1.0000,+27.1718,D.N.,-6.8908,+0.0517,0,B,5.917432,6.113171,5.858043,5.892784,6.013567,0.000000,1.360124,1.306519,5,5,5,0,8,15,79.04,0,511,4.83,C:\Users\lrf44\Desktop\M12_B.fits
2468,251.781921,-1.906459,251.781925,-1.906420,617,864,616.939,864.700,1,+89.2804,1.0000,+18.1086,D.N.,-4.8769,+0.2202,0,B,6.091947,6.273265,6.136490,5.987296,6.361835,0.000000,1.679884,1.557043,5,5,5,0,8,15,79.04,0,506,4.20,C:\Users\lrf44\Desktop\M12_B.fits
2469,251.742716,-1.906348,251.742753,-1.906332,1324,866,1323.340,866.286,1,+395.265,1.0000,+25.8723,D.N.,-6.4922,+0.0711,0,B,5.497076,5.497426,5.797657,5.211023,6.242163,0.000000,2.315698,1.667446,5,5,5,0,8,15,79.04,0,502,1.39,C:\Users\lrf44\Desktop\M12_B.fits
2470,251.707392,-1.906458,251.707420,-1.906487,1961,864,1960.511,863.484,1,+26.2467,1.0000,+14.7572,D.N.,-3.5477,+0.6104,0,B,5.322181,5.356740,5.130533,4.848749,5.340255,0.000000,1.483327,1.396517,5,5,5,0,8,15,79.04,0,512,4.48,C:\Users\lrf44\Desktop\M12_B.fits
2471,251.764565,-1.906404,251.764505,-1.906378,930,865,931.077,865.465,1,+131.446,1.0000,+18.5072,D.N.,-5.2969,+0.1529,0,B,5.642606,5.636235,5.647161,5.703053,5.845894,0.000000,1.512781,1.466313,5,5,5,0,8,15,79.04,0,513,4.50,C:\Users\lrf44\Desktop\M12_B.fits
2472,251.775101,-1.906237,251.775061,-1.906217,740,868,740.718,868.370,1,+992.908,1.0000,+34.3941,D.N.,-7.4923,+0.0376,0,B,6.017950,6.051079,5.881894,5.492858,6.056653,0.000000,1.445854,1.389759,5,5,5,0,8,15,79.04,0,507,4.48,C:\Users\lrf44\Desktop\M12_B.fits
2473,251.786968,-1.906293,251.786958,-1.906243,526,867,526.174,867.905,1,+161.608,1.0000,+20.9038,D.N.,-5.5212,+0.1404,0,B,6.092348,6.640342,6.480413,5.762857,6.924586,0.000000,2.442554,1.670575,5,5,5,0,8,15,79.04,0,500,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2474,251.796838,-1.906292,251.796844,-1.906240,348,867,347.891,867.952,1,+243.881,1.0000,+22.0328,D.N.,-5.9679,+0.0981,0,B,6.279568,5.898375,6.366357,6.107405,6.577248,0.000000,1.653813,1.566547,5,5,5,0,8,15,79.04,0,506,1.22,C:\Users\lrf44\Desktop\M12_B.fits
2475,251.793400,-1.906237,251.793189,-1.905938,410,868,413.806,873.393,1,+785.781,1.0000,+32.4879,D.N.,-7.2383,+0.0449,0,B,6.104787,5.352170,6.301988,5.947557,6.586665,0.000000,1.917407,1.653582,5,5,5,0,8,15,79.04,0,501,3.81,C:\Users\lrf44\Desktop\M12_B.fits
2476,251.793234,-1.905960,251.793190,-1.905938,413,873,413.783,873.394,1,+785.781,1.0000,+32.4879,D.N.,-7.2383,+0.0449,0,B,6.104787,5.352170,6.301988,5.909846,6.586665,0.000000,1.917407,1.653582,5,5,5,0,8,15,79.04,0,501,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2477,251.768668,-1.906182,251.768596,-1.906185,856,869,857.300,868.948,1,+169.026,1.0000,+18.8004,D.N.,-5.5699,+0.1208,0,B,5.657228,5.114351,5.661699,5.197871,5.849795,0.000000,1.472936,1.369075,5,5,5,0,8,15,79.04,0,507,0.66,C:\Users\lrf44\Desktop\M12_B.fits
2478,251.746709,-1.906182,251.746660,-1.906188,1252,869,1252.886,868.885,1,+57.8501,1.0000,+15.8584,D.N.,-4.4058,+0.2976,0,B,5.055926,4.817931,5.086367,5.209589,5.279438,0.000000,1.416089,1.402572,5,5,5,0,8,15,79.04,0,506,13.43,C:\Users\lrf44\Desktop\M12_B.fits
2479,251.811755,-1.906181,251.811731,-1.906124,79,869,79.429,870.042,1,+310.200,1.0000,+29.3290,D.N.,-6.2291,+0.1027,0,B,6.950187,5.336893,7.557376,6.231148,8.104915,0.000000,2.931354,2.361913,5,5,5,0,8,15,79.04,0,502,18.07,C:\Users\lrf44\Desktop\M12_B.fits
2480,251.783141,-1.906126,251.783146,-1.906040,595,870,594.909,871.565,1,+775.795,1.0000,+32.8374,D.N.,-7.2244,+0.0460,0,B,5.939013,5.717870,6.185890,5.923444,6.495679,0.000000,1.984046,1.752000,5,5,5,0,8,15,79.04,0,503,4.84,C:\Users\lrf44\Desktop\M12_B.fits
2481,251.782143,-1.906237,251.781926,-1.906420,613,868,616.913,864.695,1,+89.0577,1.0000,+18.1025,D.N.,-4.8742,+0.2207,0,B,6.091947,6.273265,6.136490,5.983283,6.361835,0.000000,1.679884,1.557043,5,5,5,0,8,15,79.04,0,506,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2482,251.805322,-1.906015,251.805300,-1.906000,195,872,195.411,872.280,1,+1362.68,1.0000,+39.7032,D.N.,-7.8360,+0.0316,0,B,6.459813,5.512115,6.472259,6.284372,6.645405,0.000000,1.508554,1.474177,5,5,5,0,8,15,79.04,0,509,4.07,C:\Users\lrf44\Desktop\M12_B.fits
2483,251.805156,-1.905738,251.805299,-1.905999,198,877,195.428,872.298,1,+1363.50,1.0000,+39.7135,D.N.,-7.8366,+0.0316,0,B,6.459813,5.512115,6.472259,6.262139,6.645405,0.000000,1.508554,1.474177,5,5,5,0,8,15,79.04,0,509,2.40,C:\Users\lrf44\Desktop\M12_B.fits
2484,251.795064,-1.906126,251.795530,-1.906079,380,870,371.594,870.844,1,+565.261,1.0000,+29.0253,D.N.,-6.8806,+0.0557,0,B,6.497786,6.447786,6.794633,5.881946,7.053166,0.000000,1.894003,1.677155,5,5,5,0,8,15,79.04,0,503,4.43,C:\Users\lrf44\Desktop\M12_B.fits
2485,251.794454,-1.906071,251.794471,-1.906004,391,871,390.688,872.198,1,+204.130,1.0000,+22.5202,D.N.,-5.7748,+0.1198,0,B,6.271197,5.371660,6.429186,5.855561,6.692823,0.000000,1.861799,1.754568,5,5,5,0,8,15,79.04,0,506,0.28,C:\Users\lrf44\Desktop\M12_B.fits
2486,251.792735,-1.906071,251.792695,-1.906055,422,871,422.707,871.284,1,+452.506,1.0000,+28.2079,D.N.,-6.6391,+0.0677,0,B,6.478099,4.996993,6.908445,5.958491,7.460862,0.000000,2.820233,1.865353,5,5,5,0,8,15,79.04,0,501,3.81,C:\Users\lrf44\Desktop\M12_B.fits
2487,251.768114,-1.906127,251.768118,-1.906099,866,870,865.926,870.502,1,+163.314,1.0000,+18.6380,D.N.,-5.5326,+0.1239,0,B,5.653163,5.501367,5.608380,5.190649,5.780746,0.000000,1.402495,1.367440,5,5,5,0,8,15,79.04,0,506,1.60,C:\Users\lrf44\Desktop\M12_B.fits
2488,251.753252,-1.906071,251.753212,-1.906044,1134,871,1134.726,871.493,1,+120.891,1.0000,+17.9001,D.N.,-5.2060,+0.1608,0,B,5.052957,4.816351,5.088265,5.008195,5.342289,0.000000,1.629360,1.424823,5,5,5,0,8,15,79.04,0,510,3.75,C:\Users\lrf44\Desktop\M12_B.fits
2489,251.756857,-1.905905,251.756809,-1.905878,1069,874,1069.859,874.486,1,+758.860,1.0000,+31.0423,D.N.,-7.2004,+0.0444,0,B,5.491774,5.948494,5.405413,5.101141,5.602225,0.000000,1.473311,1.444785,5,5,5,0,8,15,79.04,0,515,4.35,C:\Users\lrf44\Desktop\M12_B.fits
2490,251.742993,-1.905905,251.742980,-1.905889,1319,874,1319.246,874.284,1,+681.489,1.0000,+29.7247,D.N.,-7.0836,+0.0474,0,B,5.521699,5.901287,5.642897,5.278837,5.897358,0.000000,1.715343,1.431926,5,5,5,0,8,15,79.04,0,503,1.11,C:\Users\lrf44\Desktop\M12_B.fits
2491,251.780868,-1.906071,251.780812,-1.906492,636,871,637.011,863.405,1,+1211.68,1.0000,+38.1055,D.N.,-7.7085,+0.0341,0,B,5.923771,4.970240,6.003452,6.076345,6.202130,0.000000,1.558776,1.562585,5,5,5,0,8,15,79.04,0,506,4.64,C:\Users\lrf44\Desktop\M12_B.fits
2492,251.803714,-1.905960,251.803499,-1.905887,224,873,227.891,874.306,1,+415.964,1.0000,+25.0285,D.N.,-6.5476,+0.0653,0,B,6.257910,6.616408,6.275418,6.422380,6.454657,0.000000,1.512023,1.463364,5,5,5,0,8,15,79.04,0,510,3.62,C:\Users\lrf44\Desktop\M12_B.fits
2493,251.790738,-1.905849,251.790733,-1.905734,458,875,458.092,877.086,1,+1325.01,1.0000,+39.3020,D.N.,-7.8056,+0.0322,0,B,6.296294,5.757742,6.383896,5.983366,6.595968,0.000000,1.660750,1.494602,5,5,5,0,8,15,79.04,0,509,4.18,C:\Users\lrf44\Desktop\M12_B.fits
2494,251.775932,-1.905905,251.775907,-1.905848,725,874,725.451,875.034,1,+505.209,1.0000,+27.2370,D.N.,-6.7587,+0.0585,0,B,5.715673,5.673446,5.791787,5.705598,6.000595,0.000000,1.570738,1.550816,5,5,5,0,8,15,79.04,0,507,5.16,C:\Users\lrf44\Desktop\M12_B.fits
2495,251.760960,-1.905794,251.760943,-1.905774,995,876,995.314,876.366,1,+1019.36,1.0000,+37.0694,D.N.,-7.5208,+0.0395,0,B,6.366498,5.842647,6.624307,5.666574,6.958143,0.000000,2.131505,1.898107,5,5,5,0,8,15,79.04,0,505,3.76,C:\Users\lrf44\Desktop\M12_B.fits
2496,251.813419,-1.905516,251.813406,-1.905499,49,881,49.222,881.301,1,+33947.0,1.0000,+190.142,D.N.,-11.3270,+0.0061,0,B,11.142000,7.671396,12.527874,6.231892,13.408173,0.000000,4.782958,4.735160,5,5,5,0,8,15,79.04,0,506,3.78,C:\Users\lrf44\Desktop\M12_B.fits
2497,251.812143,-1.905849,251.812146,-1.905744,72,875,71.949,876.893,1,+536.392,1.0000,+34.5237,D.N.,-6.8237,+0.0699,0,B,7.683539,5.837064,8.236938,6.249825,8.664157,0.000000,2.689768,2.579040,5,5,5,0,8,15,79.04,0,503,1.62,C:\Users\lrf44\Desktop\M12_B.fits
2498,251.812143,-1.905682,251.812143,-1.905744,72,878,71.994,876.888,1,+536.392,1.0000,+34.5237,D.N.,-6.8237,+0.0699,0,B,7.683539,5.837064,8.236938,6.279071,8.664157,0.000000,2.689768,2.579040,5,5,5,0,8,15,79.04,0,503,5.61,C:\Users\lrf44\Desktop\M12_B.fits
